Bait,Protein,predicted_probability,FDR,n_peptides,n_background,mean_cv,background_flag_protein
ACTB,A2M,0.7178999999999996,0.16659762575992942,5,0,4.795831523312719,
ACTB,A2ML1,0.6949999999999997,0.17515208061205448,3,0,4.795831523312719,
ACTB,AAAS,0.6701999999999998,0.17515208061205448,14,5,1.7018611110514308,
ACTB,AAGAB,0.5998000000000004,0.21511297852474323,5,0,1.6841347476151138,
ACTB,AAK1,0.7617000000000002,0.14133740476851425,17,7,1.537139412308997,
ACTB,AAR2,0.5889999999999997,0.2177857723884039,7,0,2.5558985050079124,
ACTB,AARS1,0.8781000000000002,0.012362982929020666,14,2,2.282952931556054,
ACTB,AARS2,0.6613,0.17515208061205448,3,0,2.071271260368833,
ACTB,AARSD1,0.05219999999999999,1.0,3,0,2.878579450113922,
ACTB,AASDH,0.0,1.0,4,0,3.066237385757363,
ACTB,AASDHPPT,0.5697,0.2421361124811471,6,2,1.6301890654251532,
ACTB,AATF,0.010100000000000005,1.0,6,0,2.8709919286307737,
ACTB,ABCB7,0.5045,0.40165718389217253,10,1,2.619727195386491,
ACTB,ABCC1,0.6636000000000002,0.17515208061205448,15,2,2.4724870398864556,
ACTB,ABCC3,0.0,1.0,2,0,4.1892305852429,
ACTB,ABCD1,0.5597,0.25960820199966106,18,3,2.2832303928482616,
ACTB,ABCD3,0.5829,0.22380667018233535,18,0,1.9699175631310437,
ACTB,ABCE1,0.7120999999999995,0.17055570864333608,12,4,1.9188770619712867,
ACTB,ABCF1,0.7494,0.15185951509363893,19,14,1.2864949866855304,likely background
ACTB,ABCF2,0.7695000000000002,0.14133740476851425,17,7,1.4245144395140485,
ACTB,ABCF3,0.7901999999999997,0.1316318201795693,20,6,1.8933857698061263,
ACTB,ABHD12,0.5113000000000001,0.3915347550072838,2,1,2.8815117796453498,likely background
ACTB,ABI1,0.7032999999999998,0.17418924774189248,7,3,1.4787024591937308,
ACTB,ABI2,0.6636000000000002,0.17515208061205448,2,0,2.1345930189922937,
ACTB,ABL1,0.6636000000000002,0.17515208061205448,8,0,3.222514111563693,
ACTB,ABL2,0.7054999999999998,0.1733853895540517,10,1,2.8905872706703866,
ACTB,ABLIM1,0.9870999999999996,0.000274914089347079,24,0,2.336555808874775,
ACTB,ABLIM3,0.8302,0.052318339100346015,12,1,2.174273556591886,
ACTB,ABR,0.6614,0.17515208061205448,10,3,1.7905510290463664,
ACTB,ABRAXAS1,0.0,1.0,2,0,2.6800275563453826,
ACTB,ABRAXAS2,0.5011000000000001,0.40783569614991916,2,0,3.045055130852997,
ACTB,ABTB2,0.6027000000000001,0.21312557935074491,4,0,2.037055319119833,
ACTB,ACAA2,0.5033999999999997,0.40165718389217253,5,0,2.985210698455198,
ACTB,ACACA,0.8202999999999996,0.0699503069277989,178,150,0.7801719211850197,likely background
ACTB,ACACB,0.7231000000000001,0.16659762575992942,62,41,1.3869817192969696,likely background
ACTB,ACAD9,0.4868999999999999,0.46002211732754383,3,0,2.363898149138945,
ACTB,ACADM,0.0,1.0,3,0,4.01628115122697,
ACTB,ACADVL,0.4366999999999999,0.5520960119674974,7,0,2.5042961981693055,
ACTB,ACAP2,0.5205,0.37986608982282655,3,0,3.0646484387170623,
ACTB,ACAT1,0.5287000000000002,0.37107529853410254,7,1,2.458794671680359,
ACTB,ACBD3,0.5275000000000002,0.37420002402072644,4,1,2.091580420073604,
ACTB,ACBD6,0.6126999999999999,0.2071879888038199,2,2,1.1883368124908937,likely background
ACTB,ACIN1,0.039799999999999974,1.0,27,0,2.4638284998522013,
ACTB,ACLY,0.7683999999999999,0.14133740476851425,38,23,1.3411463834192063,likely background
ACTB,ACO1,0.6563,0.17521174340466383,6,1,2.772833733211716,
ACTB,ACO2,0.5159000000000001,0.38202128462525475,3,1,1.944573416089866,
ACTB,ACOT2,0.7738999999999996,0.14133740476851425,11,0,1.9683708236227764,
ACTB,ACOT7,0.5952,0.2169250403848385,11,7,1.5567559545976442,likely background
ACTB,ACOT8,0.5053,0.40154677844356296,2,0,1.7300609808512601,
ACTB,ACOT9,0.5882999999999999,0.21854104104104102,13,6,1.690944960907554,
ACTB,ACP1,0.04589999999999997,1.0,2,2,0.8242130062463311,likely background
ACTB,ACSL3,0.5477999999999998,0.2917990570146371,8,2,2.2696683152946484,
ACTB,ACSL4,0.5033,0.40165718389217253,4,2,1.2168479066683888,likely background
ACTB,ACTA1,1.0,0.0,17,1,2.40896079422983,
ACTB,ACTB;ACTG1,1.0,0.0,14,1,2.2196438850126987,
ACTB,ACTBL2,1.0,0.0,10,0,2.4556282930796995,
ACTB,ACTL6A,0.5726000000000002,0.2371110721025146,2,1,3.0179976561899653,likely background
ACTB,ACTMAP,0.6634,0.17515208061205448,3,0,3.8307228107711375,
ACTB,ACTN1,0.9863999999999997,0.000274914089347079,29,0,2.2320363174778404,
ACTB,ACTN4,0.9840999999999995,0.00033602150537634406,48,0,2.1704260185976234,
ACTB,ACTR10,0.4927,0.43551275151545493,2,0,2.8272624008451377,
ACTB,ACTR2,0.6636000000000002,0.17515208061205448,7,4,1.6407186267005034,likely background
ACTB,ACTR3,0.7889000000000002,0.1340487983856173,7,7,0.8367733128005508,likely background
ACTB,ACY1,0.5203,0.37986608982282655,2,0,2.3499256176625534,
ACTB,ACYP2,0.6102000000000003,0.20858264053239475,3,3,0.7384589020254819,likely background
ACTB,ADA,0.47209999999999996,0.4835025122879402,10,6,1.5739165697768045,likely background
ACTB,ADAM12,0.0,1.0,2,0,4.142868275680761,
ACTB,ADAM17,0.0,1.0,12,0,3.227183707659284,
ACTB,ADAR,0.6636000000000002,0.17515208061205448,30,13,1.5808045129996684,
ACTB,ADD1,0.8532,0.026525079078174425,15,0,2.1942966283608056,
ACTB,ADD3,0.9678999999999998,0.0007145859604875998,19,1,1.7967247127420105,
ACTB,ADI1,0.41720000000000007,0.5682087634675203,4,3,0.9659269728402764,likely background
ACTB,ADNP,0.011200000000000005,1.0,48,0,1.9396226145669273,
ACTB,ADNP2,0.0,1.0,2,0,3.7389191454547617,
ACTB,ADPGK,0.5552999999999999,0.26809823644331804,4,1,3.8777810234110115,
ACTB,ADRM1,0.5507000000000002,0.2804973461639424,2,1,1.465196264779683,likely background
ACTB,ADSL,0.7177999999999998,0.16662260029888493,11,4,2.0635658660079432,
ACTB,ADSS2,0.49870000000000003,0.4128042651363188,6,3,1.7673105556191455,likely background
ACTB,AFAP1,0.9935999999999997,0.000274914089347079,16,0,2.464010040786854,
ACTB,AFAP1L1,0.7159,0.16726089417091114,5,0,3.1921973013953884,
ACTB,AFDN,0.9417000000000003,0.002753368482718219,43,8,2.1010788654672594,
ACTB,AFF1,0.007100000000000002,1.0,14,0,2.258652402767499,
ACTB,AFF4,0.008800000000000004,1.0,16,0,2.3989682838713633,
ACTB,AFG2A,0.6650000000000001,0.17515208061205448,16,1,2.4234474031483435,
ACTB,AFG2B,0.6503999999999998,0.17945505456634117,12,2,2.071213567525065,
ACTB,AFG3L2,0.657,0.17521174340466383,2,0,3.0992223851158744,
ACTB,AFTPH,0.6726000000000001,0.17515208061205448,12,0,2.3658797707119095,
ACTB,AGAP1,0.6636000000000002,0.17515208061205448,5,1,2.7909677672563884,
ACTB,AGAP3,0.5534000000000002,0.2729645706241201,9,5,2.0468261890453894,likely background
ACTB,AGFG1,0.9615999999999997,0.0012762762762762762,16,9,1.5638993667963732,likely background
ACTB,AGFG2,0.5182000000000001,0.37988006521325457,2,0,2.3562084046251464,
ACTB,AGGF1,0.0,1.0,6,0,2.8549639798349102,
ACTB,AGK,0.6634,0.17515208061205448,3,1,1.7333515443086622,
ACTB,AGL,0.6636000000000002,0.17515208061205448,2,0,2.3447883447048086,
ACTB,AGO1,0.4864,0.46092713080065956,7,0,2.9360100039069823,
ACTB,AGO2,0.5768000000000002,0.23140162750019014,17,7,1.7090836835082324,
ACTB,AGO3,0.6634,0.17515208061205448,9,1,2.726052485771987,
ACTB,AGPS,0.6563,0.17521174340466383,11,0,2.306141898330172,
ACTB,AGTPBP1,0.6563,0.17521174340466383,8,0,3.2247045692289618,
ACTB,AHCTF1,0.032199999999999986,1.0,96,0,2.65087330440183,
ACTB,AHCY,0.7608999999999999,0.14133740476851425,13,9,1.3702674923979627,likely background
ACTB,AHCYL1,0.7646999999999997,0.14133740476851425,10,4,1.5062667342486857,
ACTB,AHDC1,0.469,0.490555542616702,27,0,2.460171236303995,
ACTB,AHI1,0.7178999999999996,0.16659762575992942,11,1,2.628912130977506,
ACTB,AHNAK,0.9998,0.0,419,252,1.4686922583192419,likely background
ACTB,AHNAK2,0.9880999999999998,0.000274914089347079,227,122,1.5736473658801506,likely background
ACTB,AHR,0.5580999999999999,0.26177374339156806,8,2,2.3849273798951547,
ACTB,AHRR,0.5008999999999998,0.4086034727383285,2,0,2.701173218259634,
ACTB,AHSA1,0.7367000000000001,0.15833219318648242,13,6,1.5258060765017982,
ACTB,AIMP1,0.5227999999999999,0.37986608982282655,3,0,2.018893025940143,
ACTB,AIMP2,0.7189999999999996,0.16659762575992942,2,2,1.0198952746705965,likely background
ACTB,AIP,0.6577999999999997,0.17521174340466383,10,5,1.5518361811713326,likely background
ACTB,AJUBA,0.5912999999999998,0.21755712837809063,4,0,2.8760905840921502,
ACTB,AK1,0.6105000000000002,0.20856477968331058,6,4,1.4366710958044369,likely background
ACTB,AK2,0.5165,0.3810478125094746,6,3,1.4926154694117013,likely background
ACTB,AK6,0.0,1.0,2,0,3.7696371846280394,
ACTB,AKAP1,0.7122000000000003,0.17051388351482322,15,0,1.9327010549207702,
ACTB,AKAP10,0.5508,0.28031362454697967,7,1,1.785847562435439,
ACTB,AKAP11,0.7203999999999996,0.16659762575992942,23,1,2.3626026656380494,
ACTB,AKAP12,0.7075000000000001,0.17268038524288196,33,5,2.1281871494275797,
ACTB,AKAP13,0.7825999999999996,0.13828723238005938,77,48,1.362045777326765,likely background
ACTB,AKAP17A,0.032399999999999984,1.0,3,0,3.3890326187062563,
ACTB,AKAP8,0.03639999999999998,1.0,11,1,2.351552548497217,
ACTB,AKAP8L,0.49329999999999985,0.43551275151545493,9,2,1.7298411881714748,
ACTB,AKAP9,0.6995999999999999,0.17504549294859295,137,70,1.5983387429536313,likely background
ACTB,AKR1A1,0.6614,0.17515208061205448,2,1,2.9325509988644107,likely background
ACTB,AKR1C2,0.5197000000000002,0.37986608982282655,8,4,1.6509120232062904,likely background
ACTB,AKR1C3,0.8085000000000001,0.08930611559139785,11,5,1.5598411239260377,
ACTB,AKT1,0.5347000000000002,0.3567259379607064,2,0,3.135249384410412,
ACTB,AKT1S1,0.6636000000000002,0.17515208061205448,2,0,2.1829669048471807,
ACTB,AKT2,0.5177999999999999,0.379913645537927,7,2,2.8360401369622408,
ACTB,ALAS1,0.7009999999999996,0.17504549294859295,2,0,2.8337287827788886,
ACTB,ALB,0.9622999999999996,0.001221840397098129,12,0,4.440510693006723,
ACTB,ALDH16A1,0.05059999999999998,1.0,2,0,1.9515167675248168,
ACTB,ALDH18A1,0.7593999999999999,0.14133740476851425,26,10,1.9236921260958795,
ACTB,ALDH1A3,0.6636000000000002,0.17515208061205448,3,0,2.5702323252169195,
ACTB,ALDH1B1,0.5732,0.23615459235416023,9,4,2.026408863301322,
ACTB,ALDH2,0.4925999999999999,0.43551275151545493,4,0,3.0525699961262456,
ACTB,ALDH3A1,0.5769000000000004,0.23125923218663866,2,0,1.983490906936803,
ACTB,ALDH3A2,0.6446999999999999,0.1836689196362221,6,1,1.5193103021259595,
ACTB,ALDH3B1,0.6614,0.17515208061205448,3,1,2.244876584294878,
ACTB,ALDH7A1,0.5592,0.2603902557757449,5,2,2.330405309215089,
ACTB,ALDOA,0.6789999999999999,0.17515208061205448,6,3,1.2704515330464297,likely background
ACTB,ALG1,0.48680000000000007,0.46002211732754383,7,0,2.478210881135395,
ACTB,ALKBH3,0.5092,0.3968745190827947,2,1,2.018182022402815,likely background
ACTB,ALMS1,0.6980999999999997,0.1751179606100134,88,20,2.0473959064024823,
ACTB,ALOX12B,0.6607,0.17515208061205448,3,0,4.460263807883586,
ACTB,ALPK2,0.5131,0.3865004426084391,6,0,2.9469298094349736,
ACTB,ALYREF,0.014600000000000009,1.0,6,5,1.1682242269968373,likely background
ACTB,AMER1,0.0,1.0,6,0,3.186551263388804,
ACTB,AMOT,0.6396999999999998,0.18771021992238032,4,0,2.0618699377424945,
ACTB,AMOTL1,0.7595999999999998,0.14133740476851425,16,1,2.2083268739211586,
ACTB,AMOTL2,0.6601,0.17515208061205448,3,0,3.5222567137222143,
ACTB,AMPD2,0.742,0.15691318327974274,11,3,1.8532289501359074,
ACTB,ANAPC1,0.7114999999999994,0.17088774278503235,48,24,1.658230363641083,likely background
ACTB,ANAPC16,0.4925999999999997,0.43551275151545493,2,2,1.054254341722826,likely background
ACTB,ANAPC2,0.0,1.0,2,0,3.396857106461682,
ACTB,ANAPC4,0.0,1.0,3,0,3.377891649185828,
ACTB,ANAPC5,0.7902000000000002,0.13161266013564432,19,7,1.8847995394711161,
ACTB,ANAPC7,0.48929999999999974,0.4534289819376026,10,0,2.135214254056531,
ACTB,ANGEL2,0.0,1.0,3,0,4.088204106674806,
ACTB,ANK3,0.5010000000000001,0.4081759304360376,3,0,2.76206365112575,
ACTB,ANKFY1,0.5315,0.3631591895548878,12,0,2.4816232009458594,
ACTB,ANKHD1,0.7640999999999997,0.14133740476851425,44,25,1.5041656292126013,likely background
ACTB,ANKLE2,0.5952000000000002,0.2169250403848385,22,9,1.8147724315637352,
ACTB,ANKRD11,0.0,1.0,26,0,2.5007746732672405,
ACTB,ANKRD12,0.0,1.0,4,0,2.8806884494205915,
ACTB,ANKRD17,0.768,0.14133740476851425,30,11,1.692032435655325,
ACTB,ANKRD20A12P,0.03949999999999998,1.0,2,0,3.453529155671813,
ACTB,ANKRD26,0.7594999999999998,0.14133740476851425,18,3,2.063155525547236,
ACTB,ANKRD27,0.5231,0.37986608982282655,6,1,2.49507519365437,
ACTB,ANKRD28,0.7511999999999994,0.14986766056284773,22,6,1.610474864957438,
ACTB,ANKRD40,0.5345,0.3570558563727424,3,0,2.5385079029184285,
ACTB,ANKRD50,0.7169999999999999,0.1668186914467058,24,7,1.7532012879009795,
ACTB,ANKRD52,0.5925,0.21744652639659445,17,3,2.2354893077257096,
ACTB,ANKS1A,0.6636000000000002,0.17515208061205448,16,1,2.259403059015499,
ACTB,ANKS6,0.7178999999999996,0.16659762575992942,3,0,3.327630093285828,
ACTB,ANKZF1,0.4952000000000002,0.422660318277356,2,0,1.975505901279624,
ACTB,ANLN,0.7636000000000002,0.14133740476851425,24,13,1.4171629603823988,likely background
ACTB,ANO10,0.46909999999999985,0.49031744552640977,2,0,3.319726828464031,
ACTB,ANO6,0.5133,0.3865004426084391,7,0,3.2095915151440333,
ACTB,ANP32B,0.38629999999999987,0.5916665750462683,3,1,1.5391617890640363,
ACTB,ANTXR1,0.6442999999999999,0.18386728362356208,5,0,2.1083181939244495,
ACTB,ANXA1,0.8195999999999999,0.07076057431121459,18,13,1.2929027091051992,likely background
ACTB,ANXA10,0.5070999999999998,0.39885059105015047,8,5,1.1040684719296963,likely background
ACTB,ANXA11,0.5242000000000002,0.37986608982282655,3,1,2.592205172131005,
ACTB,ANXA2,0.9972999999999996,0.0,28,25,0.9576966800647704,likely background
ACTB,ANXA3,0.4799,0.47229262305534303,8,7,0.8298074648678962,likely background
ACTB,ANXA5,0.5587000000000001,0.2611862909696516,8,4,1.4137656704566153,likely background
ACTB,ANXA6,0.6636000000000002,0.17515208061205448,18,7,1.533090153366369,
ACTB,ANXA7,0.5158,0.3821158677519847,2,0,2.0465094453850194,
ACTB,ANXA8;ANXA8L1,0.4933999999999999,0.43547091559279716,4,0,2.906974483667011,
ACTB,AP1B1,0.45710000000000006,0.5319000658973534,3,0,2.521721257132355,
ACTB,AP1G1,0.6601,0.17515208061205448,4,1,2.5768481316360092,
ACTB,AP1M1,0.5553000000000001,0.2680434768253465,7,1,2.431216554744833,
ACTB,AP1S1,0.0,1.0,2,0,3.327319491143869,
ACTB,AP2A1,0.7009999999999995,0.17504549294859295,19,7,1.5696408477331754,
ACTB,AP2A2,0.6816,0.17515208061205448,5,0,3.4751862354523957,
ACTB,AP2B1,0.6483000000000001,0.1811739876949492,18,6,1.7341659638931235,
ACTB,AP2S1,0.5826000000000001,0.2240291165379065,5,1,2.2574875948641626,
ACTB,AP3B1,0.7325999999999996,0.1604012648566132,37,15,1.6081549581423795,
ACTB,AP3D1,0.7322000000000002,0.16080297203936647,25,16,1.4964708497796144,likely background
ACTB,AP3M1,0.5891999999999996,0.2177857723884039,12,4,1.551356030349508,
ACTB,AP3S1,0.5912999999999995,0.21755712837809063,2,1,1.0979601744347125,likely background
ACTB,AP4B1,0.4924999999999997,0.43551275151545493,8,0,3.101270327589879,
ACTB,AP4E1,0.6801,0.17515208061205448,26,9,1.5865278901941113,
ACTB,AP4M1,0.7541000000000002,0.14525186488978292,6,1,1.5827756733165197,
ACTB,AP5B1,0.5110999999999999,0.39234434159683085,4,0,2.839044616415842,
ACTB,AP5Z1,0.0,1.0,2,0,4.074550299588586,
ACTB,APBB1,0.7371,0.15826124765435487,15,9,1.3489030567394955,likely background
ACTB,APBB2,0.6634,0.17515208061205448,12,2,1.9396927879765995,
ACTB,APC,0.7155,0.16755138920262028,69,43,1.478066501696189,likely background
ACTB,APEH,0.5904,0.21755712837809063,10,3,2.0386508671493058,
ACTB,APEX2,0.5195000000000002,0.37986608982282655,2,1,2.4777195466593285,likely background
ACTB,API5,0.5203000000000001,0.37986608982282655,10,1,1.7269166141404757,
ACTB,APOBEC4,0.0,1.0,2,0,2.3105331899150547,
ACTB,APOOL,0.5005999999999999,0.40914726385578404,2,0,2.779665758310999,
ACTB,APP,0.0,1.0,2,0,3.3640369988308745,
ACTB,APPL1,0.7630999999999998,0.14133740476851425,8,0,2.295027107991877,
ACTB,APPL2,0.7555000000000003,0.1433205292360222,10,0,2.665076257272865,
ACTB,AQR,0.6614,0.17515208061205448,26,5,2.1800047662516926,
ACTB,AR,0.4683999999999997,0.49180954596564697,5,0,2.9167427325168727,
ACTB,ARAF,0.6907999999999997,0.17515208061205448,7,3,1.7525052782080148,
ACTB,ARAP1,0.7645999999999996,0.14133740476851425,31,10,1.7939815626789748,
ACTB,ARAP2,0.7543000000000002,0.1450546677880572,8,0,3.4375899154942915,
ACTB,ARAP3,0.7452999999999997,0.15513348588863463,31,13,1.695480288938992,
ACTB,ARB2A,0.8117,0.08373578302712162,4,0,2.9274470514242026,
ACTB,ARCN1,0.7119000000000003,0.17055671767771297,13,6,1.6683379273842969,
ACTB,ARF1;ARF3,0.7696000000000002,0.14133740476851425,4,3,1.2769093966067953,likely background
ACTB,ARF4,0.7565999999999999,0.14253689902089728,10,8,1.3641759042897639,likely background
ACTB,ARF5,0.7247999999999999,0.16659762575992942,3,2,1.264332113747786,likely background
ACTB,ARF6,0.5767,0.23165664297430288,2,2,0.6586029888368711,likely background
ACTB,ARFGAP1,0.7432000000000002,0.15691318327974274,13,10,1.5904690908201997,likely background
ACTB,ARFGAP2,0.7533000000000003,0.1463129048330842,13,7,1.5470865770929385,likely background
ACTB,ARFGAP3,0.596,0.2169250403848385,9,2,1.4979402819325704,
ACTB,ARFGEF1,0.6454,0.18301095838647208,17,1,2.4700760213732638,
ACTB,ARFGEF2,0.5720999999999997,0.23792345910714416,26,2,2.1151506998522756,
ACTB,ARFIP1,0.6935999999999999,0.17515208061205448,8,1,2.3407055466909372,
ACTB,ARFIP2,0.7100999999999997,0.1713283560556878,7,2,1.5002637098963514,
ACTB,ARG1,0.7041999999999998,0.17418924774189248,9,0,2.542958465359596,
ACTB,ARHGAP1,0.7203999999999996,0.16659762575992942,15,4,2.126348865638523,
ACTB,ARHGAP11A,0.8879999999999998,0.009931170108161257,16,2,2.2063181540759995,
ACTB,ARHGAP12,0.7889,0.1340487983856173,13,0,2.7080270003749245,
ACTB,ARHGAP17,0.7846000000000001,0.13800054779512463,19,7,1.6546736934130777,
ACTB,ARHGAP18,0.7069999999999999,0.17268038524288196,9,0,2.1278670996807274,
ACTB,ARHGAP19,0.0,1.0,2,0,4.795831523312719,
ACTB,ARHGAP21,0.8117,0.08373578302712162,37,14,1.7893094202371531,
ACTB,ARHGAP23,0.6461999999999998,0.18236617983251008,5,0,2.8301480490695963,
ACTB,ARHGAP29,0.8023,0.10255935861856305,30,14,1.5763405669777717,
ACTB,ARHGAP31,0.5589999999999999,0.26071016224756427,15,1,2.313503138496542,
ACTB,ARHGAP32,0.8288000000000002,0.05425519955030916,15,1,2.3411910989089844,
ACTB,ARHGAP35,0.8029000000000001,0.10124647224835372,48,20,1.4917857943849466,
ACTB,ARHGAP39,0.6636000000000002,0.17515208061205448,8,1,2.3287287162010792,
ACTB,ARHGAP42,0.9385000000000002,0.003001715265866209,17,0,2.222049274439586,
ACTB,ARHGAP45,0.5014999999999997,0.403321543554165,4,0,4.044069547733751,
ACTB,ARHGAP5,0.7092,0.17164880314397998,10,0,2.900790074081453,
ACTB,ARHGEF1,0.6658,0.17515208061205448,12,1,3.142216744750286,
ACTB,ARHGEF10,0.6636000000000002,0.17515208061205448,22,7,1.9529841217011397,
ACTB,ARHGEF10L,0.5586999999999999,0.2611987275398655,2,0,3.3892034072337496,
ACTB,ARHGEF11,0.9494999999999998,0.0019532500800512327,24,0,2.240374752945168,
ACTB,ARHGEF12,0.5265999999999998,0.3763526689521471,6,0,2.818476415891762,
ACTB,ARHGEF16,0.5166999999999999,0.3808566973461721,5,1,2.4712643264339036,
ACTB,ARHGEF17,0.7563,0.14285797101449274,32,5,2.1884651694781443,
ACTB,ARHGEF18,0.7336999999999999,0.16003750275755568,11,1,2.8285405517792648,
ACTB,ARHGEF2,0.4993000000000003,0.4110279534316995,15,4,2.1101512770646846,
ACTB,ARHGEF28,0.5201999999999998,0.37986608982282655,14,0,2.207169674969918,
ACTB,ARHGEF40,0.6636000000000002,0.17515208061205448,14,2,2.045259458801648,
ACTB,ARHGEF5,0.5761000000000001,0.2323363695412456,8,0,3.0849094365204146,
ACTB,ARHGEF7,0.631,0.19578385000170143,7,2,1.7676445392802778,
ACTB,ARID1A,0.008100000000000003,1.0,28,0,2.845057840971555,
ACTB,ARID1B,0.007100000000000002,1.0,29,0,2.7137931646530338,
ACTB,ARID2,0.0002,1.0,28,2,2.5722656497732923,
ACTB,ARID4A,0.0,1.0,6,0,3.6318044222434267,
ACTB,ARID4B,0.013700000000000007,1.0,10,0,2.550731767132837,
ACTB,ARID5B,0.0,1.0,14,0,2.5413781522828494,
ACTB,ARL1,0.6664000000000003,0.17515208061205448,7,3,2.0836493201438158,
ACTB,ARL15,0.6674000000000001,0.17515208061205448,5,3,1.88082297479915,likely background
ACTB,ARL2,0.7573000000000002,0.14147039726108257,8,6,1.0627695135991846,likely background
ACTB,ARL2BP,0.5000000000000002,0.41025699513381997,4,2,1.4485000521124511,likely background
ACTB,ARL3,0.5065000000000001,0.3997180104860422,2,1,1.8898545600899348,likely background
ACTB,ARL6IP4,0.03229999999999999,1.0,4,1,2.211784820403931,
ACTB,ARL6IP5,0.5394,0.3405712317222458,3,0,2.4278455844396887,
ACTB,ARMC6,0.6636000000000002,0.17515208061205448,2,0,2.60285979103945,
ACTB,ARMC8,0.5204000000000001,0.37986608982282655,3,0,3.1183247569515746,
ACTB,ARMC9,0.7178999999999996,0.16659762575992942,8,0,2.398772706985386,
ACTB,ARMCX3,0.5673000000000002,0.24741189000091687,5,1,2.621743467108364,
ACTB,ARMCX5,0.7099,0.17140183215449128,5,0,2.7878658196440336,
ACTB,ARNT,0.05159999999999999,1.0,10,0,1.802086320674605,
ACTB,ARPC1A,0.5949999999999998,0.2169250403848385,6,3,1.8190450908765985,likely background
ACTB,ARPC1B,0.7316999999999999,0.16122329718849426,5,2,1.5996597026721164,
ACTB,ARPC2,0.7651,0.14133740476851425,10,2,1.738093231189263,
ACTB,ARPC3,0.6013999999999999,0.21398007975657235,2,1,1.7453611530420543,likely background
ACTB,ARPC4,0.6749,0.17515208061205448,5,2,1.84894401291097,
ACTB,ARPC5,0.7604000000000001,0.14133740476851425,4,3,1.3085333512952122,likely background
ACTB,ARPIN,0.5831000000000002,0.22361471445501424,2,1,1.6113628101559931,likely background
ACTB,ASAP1,0.9655999999999999,0.0008845999195818254,20,2,2.6059778257815958,
ACTB,ASAP2,0.7019,0.17418924774189248,6,0,2.9133892044934817,
ACTB,ASCC1,0.5879000000000001,0.2187591520234292,4,1,1.9630879323656638,
ACTB,ASCC2,0.7225,0.16659762575992942,13,5,1.8030062578977235,
ACTB,ASCC3,0.8299999999999998,0.0524086094977793,115,73,1.445262618615357,likely background
ACTB,ASF1B,0.011100000000000006,1.0,4,0,1.6268473539670185,
ACTB,ASH1L,0.004400000000000002,1.0,17,0,2.867115084107767,
ACTB,ASH2L,0.0,1.0,5,0,3.9275548191060308,
ACTB,ASL,0.5094999999999997,0.39671460780479795,4,0,3.2044354723076767,
ACTB,ASMTL,0.5489999999999999,0.2868129289239005,3,0,1.8414296117568083,
ACTB,ASNS,0.7608999999999998,0.14133740476851425,6,2,2.6298025286929145,
ACTB,ASNSD1,0.5782000000000002,0.22950070404653633,5,0,2.814214825794581,
ACTB,ASPH,0.5733999999999999,0.2359263841633158,11,3,1.862262943882323,
ACTB,ASPM,0.7587999999999999,0.1414193319748383,65,23,1.9117729695333305,
ACTB,ASRGL1,0.7481000000000003,0.15267990269167386,3,1,2.290347508920034,
ACTB,ASTE1,0.0,1.0,2,0,3.679975267213318,
ACTB,ASXL1,0.0,1.0,4,0,3.206088999575458,
ACTB,ASXL2,0.0001,1.0,7,0,2.6764978393349645,
ACTB,ATAD1,0.5078999999999997,0.39848177655939154,3,1,2.0590977229921195,
ACTB,ATAD2,0.47820000000000007,0.475869529832585,30,2,2.199695491496716,
ACTB,ATAD2B,0.0,1.0,3,0,2.8180662167299713,
ACTB,ATAD3A,0.5746999999999999,0.23410289106134835,13,9,0.8760180537544675,likely background
ACTB,ATAD3B,0.0,1.0,2,0,2.4435635076696,
ACTB,ATAD5,0.0006000000000000001,1.0,19,0,2.7495404415642786,
ACTB,ATF2,0.004300000000000002,1.0,5,0,2.189054522201888,
ACTB,ATF6,0.5094000000000001,0.39681475474721734,13,2,2.743641929121524,
ACTB,ATF6B,0.5334000000000002,0.3584571845576064,6,0,2.628673798257228,
ACTB,ATF7,0.010400000000000005,1.0,9,0,2.177666604969664,
ACTB,ATF7IP,0.007100000000000002,1.0,11,0,3.0667858628213507,
ACTB,ATG13,0.49200000000000016,0.4356070356070356,5,0,3.4475776032064416,
ACTB,ATG2A,0.6503999999999998,0.17945505456634117,16,1,1.8638085706350338,
ACTB,ATG2B,0.7325000000000002,0.1604215711919086,35,8,2.0362547034773475,
ACTB,ATG3,0.7353999999999999,0.15905365043005681,6,4,1.528610410100739,likely background
ACTB,ATG4C,0.49219999999999997,0.43551275151545493,2,0,2.837940525726156,
ACTB,ATG7,0.5252,0.37845973592898025,7,1,1.86003340312497,
ACTB,ATG9A,0.5265000000000001,0.37642966751918155,10,1,2.1191591036107438,
ACTB,ATIC,0.6695,0.17515208061205448,9,0,2.463629039136997,
ACTB,ATL3,0.5174,0.38001478196600147,5,1,1.6330345640781534,
ACTB,ATM,0.5075000000000001,0.3986571947543104,23,5,2.1390228999911107,
ACTB,ATN1,0.018400000000000014,1.0,4,0,1.7853397450391522,
ACTB,ATP13A1,0.6636000000000002,0.17515208061205448,7,1,2.6927827556598793,
ACTB,ATP1A1,0.8159000000000001,0.07810110054094385,20,14,1.1866512043648227,likely background
ACTB,ATP2A2,0.5925,0.21744652639659445,19,7,1.6288289052176093,
